Metrics\Shifts,0.0,0.2,0.4,0.6,0.8,1.0,1.2,1.4,1.6,1.8,2.0
MSE,0.37141857,0.23771001,0.13371173,0.059428316,0.014857743,0.0,0.014834937,0.057248265,0.080407046,0.08839612,0.09642331
MAE,0.58058107,0.46446592,0.34834856,0.23223245,0.11611513,0.0,0.11602623,0.22817202,0.27408704,0.29096773,0.30558577
MI,-3.687812045755773e-16,2.6975728497901135,3.3591567382952516,3.739240436765094,4.015223411236462,4.291641393131864,4.285608424964514,3.893973137432516,1.9022685900933256,1.691849747594705,1.5735155384009976
NMI,-1.6608428955078125,0.7928205128723039,0.8847150629558723,0.9334261920726931,0.9672598137256709,1.0,0.9992968785931825,0.9525433795297044,0.6657699755972536,0.6278692049041946,0.6055134651444054
PSNR,4.301364,6.239525,8.738305,12.260065,18.280472,inf,18.287142,12.422377,10.947059,10.535667,10.158179
NCC,1,0.9995528040033269,0.9998882424680436,0.9999503237838537,0.9999720321317753,1.0,0.9998842149168757,0.9977476110870872,0.9874980042479015,0.9789617041687068,0.9684254115576095
Nx2CC,1.0,0.9997764020016635,0.9999441212340219,0.9999751618919268,0.9999860160658877,1.0,0.9999421074584378,0.9988738055435435,0.9937490021239508,0.9894808520843534,0.9842127057788048
SSIM,0.000309377,0.29154643,0.6011052,0.8359819,0.9636786,1.0,0.97383267,0.9109931,0.7485099,0.7090257,0.67703265
NSSIM,0.500154688503244,0.6457732170820236,0.8005526065826416,0.9179909527301788,0.9818392992019653,1.0,0.9869163334369659,0.9554965496063232,0.8742549419403076,0.8545128405094147,0.8385163247585297
